Company Name,Title,First Name,Last Name,Organisation Name,Location,Speciality,City,Country of Principal Practice,Institution Name,Address Line1,Address Line2,Post Code,County,TOV Category,TOV Type,Amount,Joint Working Link,% of all HCP HCO in Aggregate,No of HCP HCO in Aggregate
Gedeon Richter (UK) Ltd,,,,Gedeon Richter (UK) Ltd,,,Gedeon Richter (UK) Ltd,United Kingdom,,Gedeon Richter (UK) Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,50,
Gedeon Richter (UK) Ltd,,,,Gedeon Richter (UK) Ltd,,,Gedeon Richter (UK) Ltd,United Kingdom,,Gedeon Richter (UK) Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,1
Gedeon Richter (UK) Ltd,,,,Gedeon Richter (UK) Ltd,,,Gedeon Richter (UK) Ltd,United Kingdom,,Gedeon Richter (UK) Ltd,,XX,Undefined,Fee for service and consultancy,Fees,300,,,
Genzyme,_,Genzyme,Genzyme,,,Miscellaneous,Genzyme,United Kingdom,,Genzyme,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,18.04,
Genzyme,_,Genzyme,Genzyme,,,Miscellaneous,Genzyme,United Kingdom,,Genzyme,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,9
Genzyme,_,Genzyme,Genzyme,,,Miscellaneous,Genzyme,United Kingdom,,Genzyme,,XX,Undefined,Contribution to costs of Events,Registration Fees,3356.33,,,
Genzyme,_,Genzyme,Genzyme,,,Miscellaneous,Genzyme,United Kingdom,,Genzyme,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,9.4,
Genzyme,_,Genzyme,Genzyme,,,Miscellaneous,Genzyme,United Kingdom,,Genzyme,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,18
Genzyme,_,Genzyme,Genzyme,,,Miscellaneous,Genzyme,United Kingdom,,Genzyme,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,10396.21,,,
Genzyme,_,Genzyme,Genzyme,,,Miscellaneous,Genzyme,United Kingdom,,Genzyme,,XX,Undefined,Fee for service and consultancy,Fees,0,,49.25,
Genzyme,_,Genzyme,Genzyme,,,Miscellaneous,Genzyme,United Kingdom,,Genzyme,,XX,Undefined,Fee for service and consultancy,Fees,0,,,31
Genzyme,_,Genzyme,Genzyme,,,Miscellaneous,Genzyme,United Kingdom,,Genzyme,,XX,Undefined,Fee for service and consultancy,Fees,116290.45,,,
Genzyme,_,Genzyme,Genzyme,,,Miscellaneous,Genzyme,United Kingdom,,Genzyme,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,54,
Genzyme,_,Genzyme,Genzyme,,,Miscellaneous,Genzyme,United Kingdom,,Genzyme,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,29
Genzyme,_,Genzyme,Genzyme,,,Miscellaneous,Genzyme,United Kingdom,,Genzyme,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,56817.01,,,
Gilead,_,Gilead,Gilead,,,Miscellaneous,Gilead,United Kingdom,,Gilead,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,14.93,
Gilead,_,Gilead,Gilead,,,Miscellaneous,Gilead,United Kingdom,,Gilead,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,43
Gilead,_,Gilead,Gilead,,,Miscellaneous,Gilead,United Kingdom,,Gilead,,XX,Undefined,Contribution to costs of Events,Registration Fees,20980.81,,,
Gilead,_,Gilead,Gilead,,,Miscellaneous,Gilead,United Kingdom,,Gilead,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,19.22,
Gilead,_,Gilead,Gilead,,,Miscellaneous,Gilead,United Kingdom,,Gilead,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,55
Gilead,_,Gilead,Gilead,,,Miscellaneous,Gilead,United Kingdom,,Gilead,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,28856.71,,,
Gilead,_,Gilead,Gilead,,,Miscellaneous,Gilead,United Kingdom,,Gilead,,XX,Undefined,Fee for service and consultancy,Fees,0,,22.68,
Gilead,_,Gilead,Gilead,,,Miscellaneous,Gilead,United Kingdom,,Gilead,,XX,Undefined,Fee for service and consultancy,Fees,0,,,76
Gilead,_,Gilead,Gilead,,,Miscellaneous,Gilead,United Kingdom,,Gilead,,XX,Undefined,Fee for service and consultancy,Fees,239067.01,,,
Gilead,_,Gilead,Gilead,,,Miscellaneous,Gilead,United Kingdom,,Gilead,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,20.99,
Gilead,_,Gilead,Gilead,,,Miscellaneous,Gilead,United Kingdom,,Gilead,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,34
Gilead,_,Gilead,Gilead,,,Miscellaneous,Gilead,United Kingdom,,Gilead,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,55449.61,,,
Gilead,,,,Gilead,,,Gilead,United Kingdom,,Gilead,,XX,Undefined,Research & Development,Research & Development,2328623.35,,,
GlaxoSmithKline plc,_,GlaxoSmithKline plc,GlaxoSmithKline plc,,,Miscellaneous,GlaxoSmithKline plc,United Kingdom,,GlaxoSmithKline plc,,XX,Undefined,Fee for service and consultancy,Fees,0,,3.99,
GlaxoSmithKline plc,_,GlaxoSmithKline plc,GlaxoSmithKline plc,,,Miscellaneous,GlaxoSmithKline plc,United Kingdom,,GlaxoSmithKline plc,,XX,Undefined,Fee for service and consultancy,Fees,0,,,22
GlaxoSmithKline plc,_,GlaxoSmithKline plc,GlaxoSmithKline plc,,,Miscellaneous,GlaxoSmithKline plc,United Kingdom,,GlaxoSmithKline plc,,XX,Undefined,Fee for service and consultancy,Fees,60157.34,,,
GlaxoSmithKline plc,_,GlaxoSmithKline plc,GlaxoSmithKline plc,,,Miscellaneous,GlaxoSmithKline plc,United Kingdom,,GlaxoSmithKline plc,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,3.14,
GlaxoSmithKline plc,_,GlaxoSmithKline plc,GlaxoSmithKline plc,,,Miscellaneous,GlaxoSmithKline plc,United Kingdom,,GlaxoSmithKline plc,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,6
GlaxoSmithKline plc,_,GlaxoSmithKline plc,GlaxoSmithKline plc,,,Miscellaneous,GlaxoSmithKline plc,United Kingdom,,GlaxoSmithKline plc,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,23896.81,,,
GlaxoSmithKline plc,,,,GlaxoSmithKline plc,,,GlaxoSmithKline plc,United Kingdom,,GlaxoSmithKline plc,,XX,Undefined,Donations and Grants to HCOs,Donations and Grants to HCOs,0,,6.9,
GlaxoSmithKline plc,,,,GlaxoSmithKline plc,,,GlaxoSmithKline plc,United Kingdom,,GlaxoSmithKline plc,,XX,Undefined,Donations and Grants to HCOs,Donations and Grants to HCOs,0,,,2
GlaxoSmithKline plc,,,,GlaxoSmithKline plc,,,GlaxoSmithKline plc,United Kingdom,,GlaxoSmithKline plc,,XX,Undefined,Donations and Grants to HCOs,Donations and Grants to HCOs,23200.85,,,
GlaxoSmithKline plc,,,,GlaxoSmithKline plc,,,GlaxoSmithKline plc,United Kingdom,,GlaxoSmithKline plc,,XX,Undefined,Fee for service and consultancy,Fees,0,,27.87,
GlaxoSmithKline plc,,,,GlaxoSmithKline plc,,,GlaxoSmithKline plc,United Kingdom,,GlaxoSmithKline plc,,XX,Undefined,Fee for service and consultancy,Fees,0,,,17
GlaxoSmithKline plc,,,,GlaxoSmithKline plc,,,GlaxoSmithKline plc,United Kingdom,,GlaxoSmithKline plc,,XX,Undefined,Fee for service and consultancy,Fees,852299.04,,,
GlaxoSmithKline plc,,,,GlaxoSmithKline plc,,,GlaxoSmithKline plc,United Kingdom,,GlaxoSmithKline plc,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,7.14,
GlaxoSmithKline plc,,,,GlaxoSmithKline plc,,,GlaxoSmithKline plc,United Kingdom,,GlaxoSmithKline plc,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,1
GlaxoSmithKline plc,,,,GlaxoSmithKline plc,,,GlaxoSmithKline plc,United Kingdom,,GlaxoSmithKline plc,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,3372.16,,,
GlaxoSmithKline plc,,,,GlaxoSmithKline plc,,,GlaxoSmithKline plc,United Kingdom,,GlaxoSmithKline plc,,XX,Undefined,Research & Development,Research & Development,12202959.43,,,
Grunenthal Ltd,_,Grunenthal Ltd,Grunenthal Ltd,,,Miscellaneous,Grunenthal Ltd,United Kingdom,,Grunenthal Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,85,
Grunenthal Ltd,_,Grunenthal Ltd,Grunenthal Ltd,,,Miscellaneous,Grunenthal Ltd,United Kingdom,,Grunenthal Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,63
Grunenthal Ltd,_,Grunenthal Ltd,Grunenthal Ltd,,,Miscellaneous,Grunenthal Ltd,United Kingdom,,Grunenthal Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,27654.15,,,
Grunenthal Ltd,_,Grunenthal Ltd,Grunenthal Ltd,,,Miscellaneous,Grunenthal Ltd,United Kingdom,,Grunenthal Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,36,
Grunenthal Ltd,_,Grunenthal Ltd,Grunenthal Ltd,,,Miscellaneous,Grunenthal Ltd,United Kingdom,,Grunenthal Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,60
Grunenthal Ltd,_,Grunenthal Ltd,Grunenthal Ltd,,,Miscellaneous,Grunenthal Ltd,United Kingdom,,Grunenthal Ltd,,XX,Undefined,Fee for service and consultancy,Fees,387893.4,,,
Grunenthal Ltd,_,Grunenthal Ltd,Grunenthal Ltd,,,Miscellaneous,Grunenthal Ltd,United Kingdom,,Grunenthal Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,85,
Grunenthal Ltd,_,Grunenthal Ltd,Grunenthal Ltd,,,Miscellaneous,Grunenthal Ltd,United Kingdom,,Grunenthal Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,53
Grunenthal Ltd,_,Grunenthal Ltd,Grunenthal Ltd,,,Miscellaneous,Grunenthal Ltd,United Kingdom,,Grunenthal Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,7469,,,
Grunenthal Ltd,,,,Grunenthal Ltd,,,Grunenthal Ltd,United Kingdom,,Grunenthal Ltd,,XX,Undefined,Research & Development,Research & Development,248451,,,
Guerbet Laboratories Ltd,_,Guerbet Laboratories Ltd,Guerbet Laboratories Ltd,,,Miscellaneous,Guerbet Laboratories Ltd,United Kingdom,,Guerbet Laboratories Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,54.5,
Guerbet Laboratories Ltd,_,Guerbet Laboratories Ltd,Guerbet Laboratories Ltd,,,Miscellaneous,Guerbet Laboratories Ltd,United Kingdom,,Guerbet Laboratories Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,6
Guerbet Laboratories Ltd,_,Guerbet Laboratories Ltd,Guerbet Laboratories Ltd,,,Miscellaneous,Guerbet Laboratories Ltd,United Kingdom,,Guerbet Laboratories Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,2669.57,,,
Guerbet Laboratories Ltd,_,Guerbet Laboratories Ltd,Guerbet Laboratories Ltd,,,Miscellaneous,Guerbet Laboratories Ltd,United Kingdom,,Guerbet Laboratories Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,75,
Guerbet Laboratories Ltd,_,Guerbet Laboratories Ltd,Guerbet Laboratories Ltd,,,Miscellaneous,Guerbet Laboratories Ltd,United Kingdom,,Guerbet Laboratories Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,15
Guerbet Laboratories Ltd,_,Guerbet Laboratories Ltd,Guerbet Laboratories Ltd,,,Miscellaneous,Guerbet Laboratories Ltd,United Kingdom,,Guerbet Laboratories Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,3672.57,,,
Guerbet Laboratories Ltd,_,Guerbet Laboratories Ltd,Guerbet Laboratories Ltd,,,Miscellaneous,Guerbet Laboratories Ltd,United Kingdom,,Guerbet Laboratories Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,70.6,
Guerbet Laboratories Ltd,_,Guerbet Laboratories Ltd,Guerbet Laboratories Ltd,,,Miscellaneous,Guerbet Laboratories Ltd,United Kingdom,,Guerbet Laboratories Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,12
Guerbet Laboratories Ltd,_,Guerbet Laboratories Ltd,Guerbet Laboratories Ltd,,,Miscellaneous,Guerbet Laboratories Ltd,United Kingdom,,Guerbet Laboratories Ltd,,XX,Undefined,Fee for service and consultancy,Fees,15004,,,
Guerbet Laboratories Ltd,_,Guerbet Laboratories Ltd,Guerbet Laboratories Ltd,,,Miscellaneous,Guerbet Laboratories Ltd,United Kingdom,,Guerbet Laboratories Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,28.6,
Guerbet Laboratories Ltd,_,Guerbet Laboratories Ltd,Guerbet Laboratories Ltd,,,Miscellaneous,Guerbet Laboratories Ltd,United Kingdom,,Guerbet Laboratories Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,2
Guerbet Laboratories Ltd,_,Guerbet Laboratories Ltd,Guerbet Laboratories Ltd,,,Miscellaneous,Guerbet Laboratories Ltd,United Kingdom,,Guerbet Laboratories Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,112.1,,,
Hospira UK Limited,_,Hospira UK Limited,Hospira UK Limited,,,Miscellaneous,Hospira UK Limited,United Kingdom,,Hospira UK Limited,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,100,
Hospira UK Limited,_,Hospira UK Limited,Hospira UK Limited,,,Miscellaneous,Hospira UK Limited,United Kingdom,,Hospira UK Limited,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,2
Hospira UK Limited,_,Hospira UK Limited,Hospira UK Limited,,,Miscellaneous,Hospira UK Limited,United Kingdom,,Hospira UK Limited,,XX,Undefined,Contribution to costs of Events,Registration Fees,390,,,
Hospira UK Limited,_,Hospira UK Limited,Hospira UK Limited,,,Miscellaneous,Hospira UK Limited,United Kingdom,,Hospira UK Limited,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,100,
Hospira UK Limited,_,Hospira UK Limited,Hospira UK Limited,,,Miscellaneous,Hospira UK Limited,United Kingdom,,Hospira UK Limited,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,2
Hospira UK Limited,_,Hospira UK Limited,Hospira UK Limited,,,Miscellaneous,Hospira UK Limited,United Kingdom,,Hospira UK Limited,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,466.2,,,
Hospira UK Limited,_,Hospira UK Limited,Hospira UK Limited,,,Miscellaneous,Hospira UK Limited,United Kingdom,,Hospira UK Limited,,XX,Undefined,Fee for service and consultancy,Fees,0,,100,
Hospira UK Limited,_,Hospira UK Limited,Hospira UK Limited,,,Miscellaneous,Hospira UK Limited,United Kingdom,,Hospira UK Limited,,XX,Undefined,Fee for service and consultancy,Fees,0,,,46
Hospira UK Limited,_,Hospira UK Limited,Hospira UK Limited,,,Miscellaneous,Hospira UK Limited,United Kingdom,,Hospira UK Limited,,XX,Undefined,Fee for service and consultancy,Fees,63195,,,
Hospira UK Limited,_,Hospira UK Limited,Hospira UK Limited,,,Miscellaneous,Hospira UK Limited,United Kingdom,,Hospira UK Limited,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,100,
Hospira UK Limited,_,Hospira UK Limited,Hospira UK Limited,,,Miscellaneous,Hospira UK Limited,United Kingdom,,Hospira UK Limited,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,37
Hospira UK Limited,_,Hospira UK Limited,Hospira UK Limited,,,Miscellaneous,Hospira UK Limited,United Kingdom,,Hospira UK Limited,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,13450.17,,,
Hospira UK Limited,,,,Hospira UK Limited,,,Hospira UK Limited,United Kingdom,,Hospira UK Limited,,XX,Undefined,Research & Development,Research & Development,162000,,,
Ipsen Developments Ltd,_,Ipsen Developments Ltd,Ipsen Developments Ltd,,,Miscellaneous,Ipsen Developments Ltd,United Kingdom,,Ipsen Developments Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,72.31,
Ipsen Developments Ltd,_,Ipsen Developments Ltd,Ipsen Developments Ltd,,,Miscellaneous,Ipsen Developments Ltd,United Kingdom,,Ipsen Developments Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,47
Ipsen Developments Ltd,_,Ipsen Developments Ltd,Ipsen Developments Ltd,,,Miscellaneous,Ipsen Developments Ltd,United Kingdom,,Ipsen Developments Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,20647.13,,,
Ipsen Developments Ltd,_,Ipsen Developments Ltd,Ipsen Developments Ltd,,,Miscellaneous,Ipsen Developments Ltd,United Kingdom,,Ipsen Developments Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,76.23,
Ipsen Developments Ltd,_,Ipsen Developments Ltd,Ipsen Developments Ltd,,,Miscellaneous,Ipsen Developments Ltd,United Kingdom,,Ipsen Developments Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,170
Ipsen Developments Ltd,_,Ipsen Developments Ltd,Ipsen Developments Ltd,,,Miscellaneous,Ipsen Developments Ltd,United Kingdom,,Ipsen Developments Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,110093.81,,,
Ipsen Developments Ltd,_,Ipsen Developments Ltd,Ipsen Developments Ltd,,,Miscellaneous,Ipsen Developments Ltd,United Kingdom,,Ipsen Developments Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,68.48,
Ipsen Developments Ltd,_,Ipsen Developments Ltd,Ipsen Developments Ltd,,,Miscellaneous,Ipsen Developments Ltd,United Kingdom,,Ipsen Developments Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,62
Ipsen Developments Ltd,_,Ipsen Developments Ltd,Ipsen Developments Ltd,,,Miscellaneous,Ipsen Developments Ltd,United Kingdom,,Ipsen Developments Ltd,,XX,Undefined,Fee for service and consultancy,Fees,100129.48,,,
Ipsen Developments Ltd,_,Ipsen Developments Ltd,Ipsen Developments Ltd,,,Miscellaneous,Ipsen Developments Ltd,United Kingdom,,Ipsen Developments Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,63.33,
Ipsen Developments Ltd,_,Ipsen Developments Ltd,Ipsen Developments Ltd,,,Miscellaneous,Ipsen Developments Ltd,United Kingdom,,Ipsen Developments Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,19
Ipsen Developments Ltd,_,Ipsen Developments Ltd,Ipsen Developments Ltd,,,Miscellaneous,Ipsen Developments Ltd,United Kingdom,,Ipsen Developments Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,12588.11,,,
Ipsen Developments Ltd,,,,Ipsen Developments Ltd,,,Ipsen Developments Ltd,United Kingdom,,Ipsen Developments Ltd,,XX,Undefined,Research & Development,Research & Development,452275.13,,,
Janssen-Cilag Ltd,_,Janssen-Cilag Ltd,Janssen-Cilag Ltd,,,Miscellaneous,Janssen-Cilag Ltd,United Kingdom,,Janssen-Cilag Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,2,
Janssen-Cilag Ltd,_,Janssen-Cilag Ltd,Janssen-Cilag Ltd,,,Miscellaneous,Janssen-Cilag Ltd,United Kingdom,,Janssen-Cilag Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,39
Janssen-Cilag Ltd,_,Janssen-Cilag Ltd,Janssen-Cilag Ltd,,,Miscellaneous,Janssen-Cilag Ltd,United Kingdom,,Janssen-Cilag Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,22307.55,,,
Janssen-Cilag Ltd,_,Janssen-Cilag Ltd,Janssen-Cilag Ltd,,,Miscellaneous,Janssen-Cilag Ltd,United Kingdom,,Janssen-Cilag Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,4,
Janssen-Cilag Ltd,_,Janssen-Cilag Ltd,Janssen-Cilag Ltd,,,Miscellaneous,Janssen-Cilag Ltd,United Kingdom,,Janssen-Cilag Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,124
Janssen-Cilag Ltd,_,Janssen-Cilag Ltd,Janssen-Cilag Ltd,,,Miscellaneous,Janssen-Cilag Ltd,United Kingdom,,Janssen-Cilag Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,68125.35,,,
Janssen-Cilag Ltd,_,Janssen-Cilag Ltd,Janssen-Cilag Ltd,,,Miscellaneous,Janssen-Cilag Ltd,United Kingdom,,Janssen-Cilag Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,8,
Janssen-Cilag Ltd,_,Janssen-Cilag Ltd,Janssen-Cilag Ltd,,,Miscellaneous,Janssen-Cilag Ltd,United Kingdom,,Janssen-Cilag Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,213
Janssen-Cilag Ltd,_,Janssen-Cilag Ltd,Janssen-Cilag Ltd,,,Miscellaneous,Janssen-Cilag Ltd,United Kingdom,,Janssen-Cilag Ltd,,XX,Undefined,Fee for service and consultancy,Fees,695051.83,,,
Janssen-Cilag Ltd,_,Janssen-Cilag Ltd,Janssen-Cilag Ltd,,,Miscellaneous,Janssen-Cilag Ltd,United Kingdom,,Janssen-Cilag Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,5,
Janssen-Cilag Ltd,_,Janssen-Cilag Ltd,Janssen-Cilag Ltd,,,Miscellaneous,Janssen-Cilag Ltd,United Kingdom,,Janssen-Cilag Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,129
Janssen-Cilag Ltd,_,Janssen-Cilag Ltd,Janssen-Cilag Ltd,,,Miscellaneous,Janssen-Cilag Ltd,United Kingdom,,Janssen-Cilag Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,124739.56,,,
Janssen-Cilag Ltd,,,,Janssen-Cilag Ltd,,,Janssen-Cilag Ltd,United Kingdom,,Janssen-Cilag Ltd,,XX,Undefined,Research & Development,Research & Development,13258478.31,,,
Leo Pharma Laboratories Ltd,_,Leo Pharma Laboratories Ltd,Leo Pharma Laboratories Ltd,,,Miscellaneous,Leo Pharma Laboratories Ltd,United Kingdom,,Leo Pharma Laboratories Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,2,
Leo Pharma Laboratories Ltd,_,Leo Pharma Laboratories Ltd,Leo Pharma Laboratories Ltd,,,Miscellaneous,Leo Pharma Laboratories Ltd,United Kingdom,,Leo Pharma Laboratories Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,7
Leo Pharma Laboratories Ltd,_,Leo Pharma Laboratories Ltd,Leo Pharma Laboratories Ltd,,,Miscellaneous,Leo Pharma Laboratories Ltd,United Kingdom,,Leo Pharma Laboratories Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,2751,,,
Leo Pharma Laboratories Ltd,_,Leo Pharma Laboratories Ltd,Leo Pharma Laboratories Ltd,,,Miscellaneous,Leo Pharma Laboratories Ltd,United Kingdom,,Leo Pharma Laboratories Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,3,
Leo Pharma Laboratories Ltd,_,Leo Pharma Laboratories Ltd,Leo Pharma Laboratories Ltd,,,Miscellaneous,Leo Pharma Laboratories Ltd,United Kingdom,,Leo Pharma Laboratories Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,10
Leo Pharma Laboratories Ltd,_,Leo Pharma Laboratories Ltd,Leo Pharma Laboratories Ltd,,,Miscellaneous,Leo Pharma Laboratories Ltd,United Kingdom,,Leo Pharma Laboratories Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,12429,,,
Leo Pharma Laboratories Ltd,_,Leo Pharma Laboratories Ltd,Leo Pharma Laboratories Ltd,,,Miscellaneous,Leo Pharma Laboratories Ltd,United Kingdom,,Leo Pharma Laboratories Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,13,
Leo Pharma Laboratories Ltd,_,Leo Pharma Laboratories Ltd,Leo Pharma Laboratories Ltd,,,Miscellaneous,Leo Pharma Laboratories Ltd,United Kingdom,,Leo Pharma Laboratories Ltd,,XX,Undefined,Fee for service and consultancy,Fees,0,,,50
Leo Pharma Laboratories Ltd,_,Leo Pharma Laboratories Ltd,Leo Pharma Laboratories Ltd,,,Miscellaneous,Leo Pharma Laboratories Ltd,United Kingdom,,Leo Pharma Laboratories Ltd,,XX,Undefined,Fee for service and consultancy,Fees,64391.5,,,
Leo Pharma Laboratories Ltd,_,Leo Pharma Laboratories Ltd,Leo Pharma Laboratories Ltd,,,Miscellaneous,Leo Pharma Laboratories Ltd,United Kingdom,,Leo Pharma Laboratories Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,4,
Leo Pharma Laboratories Ltd,_,Leo Pharma Laboratories Ltd,Leo Pharma Laboratories Ltd,,,Miscellaneous,Leo Pharma Laboratories Ltd,United Kingdom,,Leo Pharma Laboratories Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,0,,,14
Leo Pharma Laboratories Ltd,_,Leo Pharma Laboratories Ltd,Leo Pharma Laboratories Ltd,,,Miscellaneous,Leo Pharma Laboratories Ltd,United Kingdom,,Leo Pharma Laboratories Ltd,,XX,Undefined,Fee for service and consultancy,Related expenses agreed in the fee for services or consultancy contract,2928,,,
Leo Pharma Laboratories Ltd,,,,Leo Pharma Laboratories Ltd,,,Leo Pharma Laboratories Ltd,United Kingdom,,Leo Pharma Laboratories Ltd,,XX,Undefined,Research & Development,Research & Development,769158,,,
Lundbeck Ltd,_,Lundbeck Ltd,Lundbeck Ltd,,,Miscellaneous,Lundbeck Ltd,United Kingdom,,Lundbeck Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,16,
Lundbeck Ltd,_,Lundbeck Ltd,Lundbeck Ltd,,,Miscellaneous,Lundbeck Ltd,United Kingdom,,Lundbeck Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,0,,,3
Lundbeck Ltd,_,Lundbeck Ltd,Lundbeck Ltd,,,Miscellaneous,Lundbeck Ltd,United Kingdom,,Lundbeck Ltd,,XX,Undefined,Contribution to costs of Events,Registration Fees,2343.07,,,
Lundbeck Ltd,_,Lundbeck Ltd,Lundbeck Ltd,,,Miscellaneous,Lundbeck Ltd,United Kingdom,,Lundbeck Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,11,
Lundbeck Ltd,_,Lundbeck Ltd,Lundbeck Ltd,,,Miscellaneous,Lundbeck Ltd,United Kingdom,,Lundbeck Ltd,,XX,Undefined,Contribution to costs of Events,Travel & Accommodation,0,,,17
